REFID,OLDREFID,LASTUPDATE,OPERATOR,SITENAME,TECHTYPE,STORTYPE,STCOLREFID,INSTCAP,CHPENAB,ROBAND,FITTARIFF,CFDCAP,TURBCAP,TURBNUM,TURBHT,MOUNTTYPE,DEVSTAT,DEVSTATSHT,ADDRESS,COUNTY,REGION,COUNTRY,POSTCODE,EASTING,NORTHING,PLANAUTH,PLANAPPREF,APPEALREF,SOSREF,SOSINTTYPE,JUDREV,OFFWINDRND,PLANAPPSUB,PLANAPPWD,PLANPREFU,APPEALLODG,APPEALWD,APPEALREFU,APPEALGR,PLANPGR,SOSINT,SOSREFU,SOSGR,PLANPEXP,UNDERCONST,OPDATE,LAT,LNG,OPFLAG,GEOSRC
3050,EN00501,6/4/2011,Hallam Land Management,High Haswell Wind Farm,Wind Onshore,,,4.0,,,,,2.00,2,,,Operational,Operational,"Colliery Farm, Green Lane, High Haswell",County Durham,North East,England,,436675,543772,Durham County Council,PLAN/2007/0223,,,,,,3/4/2007,,,,,,,18/12/2007,,,,,1/1/2011,10/3/2011,54.787521,-1.431231,Y,REPD
3051,EN00502,15/5/2011,,Bickham Moor Wind Farm,Wind Onshore,,,12.0,,,,,3.00,4,,,Appeal Refused,Application Refused,"Near Oakford, Mid Devon",Devon,South West,England,,286515,121510,Mid Devon District Council,07/02262/MFUL,APP/Y1138/A/08/2084526,,,,,22/11/2007,,,9/9/2008,,29/1/2010,,,,,,,,,50.981772,-3.618050,N,REPD
3052,EN00504,3/5/2010,Tegni Cymru Cyf,Gorsedd Br̢n Wind Fram,Wind Onshore,,,35.0,,,,,2.70,13,,,Appeal Refused,Application Refused,"Clocaenog forest, Denbighshire",Clwyd,Wales,Wales,,297500,360500,Denbighshire County Council,25/2007/0642,,,,,,31/5/2007,,12/2/2008,,,18/11/2009,,,,,,,,,53.131786,-3.533466,N,REPD
3053,EN00505,30/3/2009,Novera Energy,Fleeter Wood Wind Farm,Wind Onshore,,,10.0,,,,,2.00,5,,,Abandoned,Abandoned,"Fleeter Wood, Land adjacent to West House, Dearham, Maryport, Cumbria, CA15 7LD",Cumbria,North West,England,,308700,534457,Allerdale Borough Council,2/2007/1271,,,,,,17/12/2007,,,,,,,29/1/2009,,,,,,,54.696841,-3.418129,N,REPD
3054,EN00515,13/5/2008,Parkham Farms and Power Ltd,Sedborough Farm,Wind Onshore,,,2.0,,,,,1.00,2,,,Planning Application Withdrawn,Application Withdrawn,"Sedborough Farm, Parkham, North Devon",Devon,South West,England,,239550,121750,Torridge District Council,,,,,,,,13/5/2008,,,,,,,,,,,,,50.972750,-4.286723,N,REPD
3055,EN00523,24/10/2011,Ecotricity / Next Generation,Silton Wind Park,Wind Onshore,,,8.0,,,,,2.00,4,,,Planning Application Withdrawn,Application Withdrawn,"Land at Silton, Gillingham",Dorset,South West,England,,378380,129675,North Dorset District Council,2/2008/0661,,,,,,26/6/2008,12/7/2009,,,,,,,,,,,,,51.065991,-2.309912,N,REPD
3056,EN00534,7/10/2010,,Olympic Park Wind Turbine,Wind Onshore,,,2.5,,,,,2.50,1,,,Abandoned,Abandoned,Marshgate Lane in Stratford in the Lower Lea Valley (Eton Manor in the north of the Olympic Park),London,London,England,,537719,184055,Newham London Borough Council,,,,,,,31/1/2007,,,,,,,27/9/2007,,,,,,,51.538604,-0.015597,N,REPD
3057,EN00551,4/12/2009,CELTPOWER LTD,Llandinam Windfarm,Wind Onshore,,,31.0,,,,,0.30,103,,,Operational,Operational,10km south of Newtown,Powys,Wales,Wales,,302840,283645,Powys County Council,,,,,,,,,,,,,,,,,,,,1/1/1993,52.442118,-3.430836,Y,REPD
3058,EN00553,13/9/2011,SLP Energy,Hawthorn Wind Farm,Wind Onshore,,,7.5,,,,,2.50,3,,,Planning Application Withdrawn,Application Withdrawn,"Is located between the villages of Hawthorn, Murton and Cold Hesledon",County Durham,North East,England,,440545,546075,Durham County Council,PLAN/2008/0319,,,,,,30/4/2008,4/9/2008,,,,,,,,,,,,,54.807919,-1.370736,N,REPD
3059,EN00555,6/12/2010,Nuon Renewables,Poplar Lane Wind Farm,Wind Onshore,,,14.0,,,,,2.00,7,,,Appeal Refused,Application Refused,North Shropshire midway between the villages of Woore and Norton in Hales.,Shropshire,West Midlands,England,,372050,340110,Shropshire Council,08/00831/EIA,08/00831/EIA,,,,,1/4/2008,,2/9/2008,,,15/7/2009,,,,,,,,,52.957643,-2.417507,N,REPD
3060,EN00562,13/5/2009,R H Bott & Son Ltd,Benington Wind Farm,Wind Onshore,,,6.8,,,,,2.25,3,,,Planning Permission Refused,Application Refused,"Land north of the A602, south-east of Aston, and south-west of Benington",Hertfordshire,Eastern,England,,528710,223223,East Hertfordshire District Council,3/08/0889/FP,,,,,,15/5/2008,,14/1/2009,,,,,,,,,,,,51.892713,-0.130968,N,REPD
3061,EN00563,4/7/2012,REG Windpower (previously  Cornwall Light & Power),Goonhilly Downs Wind Farm Repower,Wind Onshore,,,12.0,,,,,2.00,6,,,Operational,Operational,"Goonhilly Downs Wind Farm, Bonython Manor, Cury Cross Lanes, Helston, Cornwall, TR12 7BA",Cornwall,South West,England,,171000,21600,Cornwall Council,PA07/02103/FM,,,,,,21/12/2007,,,,,,,4/8/2008,,,,,1/8/2010,1/11/2010,50.050350,-5.200264,Y,REPD
3062,EN00564,3/6/2009,Yorkshire Water,Chelker Reservoir & Wind Farm Repower,Wind Onshore,,,1.2,,,,,,2,,,Planning Permission Refused,Application Refused,"Near Addingham, N.Yorkshire, LS29 0JS",North Yorkshire,Yorkshire and Humber,England,,406190,451660,Craven District Council,24/2008/8665,,,,,,6/5/2008,,3/4/2009,,,,,,,,,,,,53.961003,-1.907150,N,REPD
3063,EN00565,19/12/2014,Asda,Asda Brackmills Distribution Depot,Wind Onshore,,,2.0,,,,,2.00,1,,,Planning Permission Refused,Application Refused,"Asda Distribution Site, Gowerton
Road, Brackmills Industrial Estate,
Northampton, Northamptonshire, NN4 7BW",Northamptonshire,East Midlands,England,,478050,257610,Northamptonshire County Council,07/0356/FULWNN,,,,,,7/12/2007,,4/11/2008,,,,,,,,,,,,52.211206,-0.859117,N,REPD
3064,EN00572,30/7/2010,Evelop UK Limited (previously known as Breeze Renewable Energy),Sheephouse Heights Windfarm,Wind Onshore,,,15.0,,,,,3.00,5,,,Planning Permission Refused,Application Refused,"2km North West of Stocksbridge and 10km south west of Barnsley, S36 1JJ",South Yorkshire,Yorkshire and Humber,England,,425305,399056,Barnsley Metropolitan Borough Council,2008/0838,,,,,,30/5/2008,,16/12/2009,,,,,,,,,,,,53.487631,-1.620104,N,REPD
3066,EN00590,22/6/2011,Bolsterstone Plc,Brixworth Windfarm,Wind Onshore,,,13.0,,,,,2.15,6,,,Planning Application Withdrawn,Application Withdrawn,"Land adjacent to Harborough Road, between Brixworth and Hanging Houghton",Northamptonshire,East Midlands,England,,474345,273050,Daventry District Council,DA/2008/1252,,,,,,29/8/2008,11/3/2009,,,,,,,,,,,,,52.350502,-0.909932,N,REPD
3067,EN00592,13/9/2011,Claymoss Properties Limited,Maer Hills Wind Farm,Wind Onshore,,,8.0,,,,,2.00,4,,,Abandoned,Abandoned,"Maer Hills, Nantwich Road, Blackbrook, Newcastle",Staffordshire,West Midlands,England,,377538,339757,Newcastle Under Lyme Borough Council,08/00550/FUL,,,,,,12/6/2008,,,,,,,16/2/2009,,,,,,,52.954729,-2.335790,N,REPD
3068,EN00598,9/2/2011,,MSD Cramlington,Wind Onshore,,,4.0,,,,,2.00,2,,,Operational,Operational,"Shotton Lane, Cramlington, Northumberland, NE23 3JU",Northumberland,North East,England,,424206,578852,Northumberland County Council,06-00551-FUL,APP/N2915/A07/2051193/NWF,,,,,12/12/2006,,31/7/2007,,,,24/7/2008,24/7/2008,,,,,1/9/2010,20/1/2011,55.103502,-1.622181,Y,REPD
3069,EN00610,20/5/2009,Energiekontor UK,Brightenber Hill,Wind Onshore,,,12.5,,,,,2.50,5,,,Planning Permission Refused,Application Refused,LAND ADJACENT TO BRIGHTENBER HILL NR STAINTON HALL GARGRAVE SKIPTON BD23 3PA,North Yorkshire,Yorkshire and Humber,England,,388691,452767,Craven District Council,05/2008/8885,,,,,,21/7/2008,,18/2/2009,,,,,,,,,,,,53.970862,-2.173893,N,REPD
3070,EN00615,13/9/2011,Scottish and Southern Energy (SSE),Durran Mains,Wind Onshore,,,19.5,,,,,1.50,13,,,Planning Permission Refused,Application Refused,"Land at Mains of Durran
Castletown
Thurso
Highland",Highland,Scotland,Scotland,,319500,963500,Highland Council,08/00386/FULCA,,,,,,26/8/2008,,22/11/2010,,,,,,,,,,,,58.552076,-3.384979,N,REPD
3071,EN00616,24/10/2011,Partnerships for Renewables/University of Reading,Rushy Mead (University of Reading),Wind Onshore,,,12.0,,,,,3.00,4,,,Planning Permission Refused,Application Refused,"Rushy Mead, South of Reading (University owned land)",Berkshire,South East,England,,475080,169160,Wokingham Borough Council,F/2010/2266,,,,,,8/10/2010,,28/4/2011,,,,,,,,,,,,51.416496,-0.921714,N,REPD
3073,EN00619,11/12/2008,Mercedes-Benz,Mercedes-Benz Technology Centre,Wind Onshore,,,4.0,,,,,2.00,2,,,Planning Application Withdrawn,Application Withdrawn,"Mercedes-Benz Technology Centre
Morgan Drive
Brixworth, Northamptonshire
NN6 9GZ",Northamptonshire,East Midlands,England,,475330,271357,Daventry District Council,DA/2008/0997,,,,,,,11/12/2008,,,,,,,,,,,,,52.335150,-0.895853,N,REPD
3074,EN00620,20/5/2009,The Eden Project,Eden Project,Wind Onshore,,,2.0,,,,,2.00,1,,,Planning Application Withdrawn,Application Withdrawn,"Eden Project
Bodelva
PL242SG



Bodelva
PL242SG",Cornwall,South West,England,,205255,55155,Cornwall Council,08/01411,,,,,,,20/5/2009,,,,,,,,,,,,,50.363985,-4.739592,N,REPD
3075,EN00628,21/5/2010,Private Developer,Skelmonae Wind Farm,Wind Onshore,,,3.2,,,,,0.90,4,,,Operational,Operational,"Skelmonae
Methlick
Ellon
AB41 7JR",Grampian,Scotland,Scotland,,388702,836734,Aberdeenshire Council,APP/2007/2823,,,,,,6/7/2007,,,,,,,24/2/2009,,,,,,20/12/2009,57.420811,-2.189760,Y,REPD
3076,EN00629,7/7/2009,Private Developer,Cloffrickford Farm,Wind Onshore,,,10.0,,,,,,9,,,Planning Application Withdrawn,Application Withdrawn,"Land at
Cloffrickford, Skilmafilly and Denmore
Auchnagatt
Ellon",Grampian,Scotland,Scotland,,390935,839895,Aberdeenshire Council,APP/2008/3667,,,,,,,7/7/2009,,,,,,,,,,,,,57.449255,-2.152699,N,REPD
3077,EN00647,1/6/2009,,Carn Vean,Wind Onshore,,,10.0,,,,,2.00,5,,,Operational,Operational,"Carn Vean, Tretheague Mill, Stithians, Truro, Cornwall",Cornwall,South West,England,TR3 7BY,172528,35961,Cornwall Council,PA08/01190/F,,,,,,26/6/2008,,,,,,,11/9/2008,,,,,,30/10/2008,50.179895,-5.187511,Y,REPD
3078,EN00649,6/12/2010,Dewlay Cheese Company,Dewlay Cheese Wind Turbine,Wind Onshore,,,2.0,,,,,2.00,1,,,Operational,Operational,"Dew Lay Products Limited
Garstang Pass Road, Garstang, Preston PR3 0PR.",Lancashire,North West,England,,348440,443850,Wyre Borough Council,08/00676/FULMAJ,,,,,,27/6/2008,,4/9/2008,,,,,,,,,,1/10/2010,1/11/2010,53.888270,-2.785947,Y,REPD
3079,ENA0002,9/6/2010,Renewable Energy Systems (RES),Coal Clough Wind Farm,Wind Onshore,,,9.6,,,,,0.40,24,,,Operational,Operational,Burnley,Lancashire,North West,England,,390207,428154,Burnley Borough Council,91/0920 & APP/2005/0867,,,,,,25/11/1991,,,,,,,3/7/1992,,,,,,1/2/1993,53.749676,-2.149984,Y,REPD
3080,ENA0054,8/10/2013,Amec Wind,Werfa Wind Farm,Wind Onshore,,,14.3,,,,,,,,,Planning Permission Refused,Application Refused,"Werfa, Bridgend",Mid Glamorgan,Wales,Wales,,291000,195000,Bridgend County Borough Council,01/887/FUL,,,,,,28/9/2001,,19/3/2002,,,,,,,,,,,,51.643205,-3.576667,N,REPD
3081,IF1179,27/8/2013,Roseneath Peninsula West Community Development Trust,Cove Community Wind Farm,Wind Onshore,,,11.5,,,,,2.30,5,,,Planning Application Withdrawn,Application Withdrawn,"Land At Barbour Farm, Knockderry Farm And Clynder Woodland Cove Helensburgh Argyll And Bute",Strathclyde,Scotland,Scotland,,222579,685157,Argyll and Bute Council,12/02695/PP,,,,,,20/12/2012,20/8/2013,,,,,,,,,,,,,56.026358,-4.848607,N,REPD
3082,IF1212,27/8/2013,Pure Renewable Energy Limited,Dearne Head Wind Farm (Resubmission),Wind Onshore,,,8.0,,,,,2.00,4,,,Planning Permission Refused,Application Refused,"Broadstone Road, Cumberworth, Huddersfield, HD8 8YF",West Yorkshire,Yorkshire and Humber,England,,419689,407232,Kirklees Council,2012/62/93935/E,,,,,,10/1/2013,,23/8/2013,,,,,,,,,,,,53.561357,-1.704229,N,REPD
3083,IF1230,2/5/2013,REG Windpower,Mendennick Wind Farm,Wind Onshore,,,2.6,,,,,0.85,3,,,Planning Application Withdrawn,Application Withdrawn,"St John, Torpoint, Cornwall",Cornwall,South West,England,PL11,240686,53013,Cornwall Council,PA12/12027,,,,,,15/1/2013,10/4/2013,,,,,,,,,,,,,50.355401,-4.240950,N,REPD
3085,IF1280,3/7/2013,Private Developer,Priestside Farm,Wind Onshore,,,1.8,,,,,0.90,2,,,Planning Permission Refused,Application Refused,Auchentiber Road Kilmacolm PA13 4SP,Strathclyde,Scotland,Scotland,,232752,672241,Inverclyde Council,13/0036/IC,,,,,,4/2/2013,,23/4/2013,,,,,,,,,,,,55.914099,-4.677547,N,REPD
3086,IF1434,3/10/2013,WhiteRock Energy UK Ltd,Cowdenhead Wind Turbines,Wind Onshore,,,1.5,,,,,0.75,2,,,Planning Permission Refused,Application Refused,"STANDHILL FARM, ARMADALE",Lothian,Scotland,Scotland,,296852,667243,West Lothian Council,0146/FUL/13,,,,,,5/3/2013,,11/9/2013,,,,,,,,,,,,55.887238,-3.650670,N,REPD
3087,N00002W,6/1/2010,Private Developer,High Pow Farm,Wind Onshore,,,3.9,,,,,1.30,3,,,Planning Application Withdrawn,Application Withdrawn,"High Pow Farm
Boltons Low Houses
Nr. Wigton
Cumbria",Cumbria,North West,England,,323550,544400,Allerdale Borough Council,2/03/1023,,,,,,4/9/2003,6/10/2004,,,,,,,,,,,,,54.788652,-3.190398,N,REPD
3088,N00003W,11/9/2011,Ecotricity,Lowick Beacon,Wind Onshore,,,4.2,,,,,1.40,3,,,Planning Permission Refused,Application Refused,Lowick Beacon (village common),Cumbria,North West,England,,328700,484000,South Lakeland District Council,5/00/2278,,,,,,29/8/2000,,30/3/2001,,,,,,,,,,,,54.246707,-3.095696,N,REPD
3089,N00005W,6/1/2010,Ecotricity,Lynch Knoll Wind Farm (Extension),Wind Onshore,,,1.5,,,,,0.50,3,,,Appeal Withdrawn,Application Refused,"Lynch Knoll Wind Farm, Partfield Farm, Tinkley Lane, Nympsfield, Stonehous",Gloucestershire,South West,England,,381600,200400,Stroud District Council,S. 00/1628,,,,,,9/10/2000,,10/12/2000,,9/4/2001,,,,,,,,,,51.702040,-2.267649,N,REPD
3090,N00007W,27/11/2001,National Energy Laboratories (NEL),Myres Hill,Wind Onshore,,,1.8,,,,,0.90,2,,,Operational,Operational,Galloway,Strathclyde,Scotland,Scotland,,256840,646620,East Renfrewshire Council,99/0406/TP,,,,,,1/5/1999,,,,,,,31/8/2001,,,,,,1/11/2001,55.691854,-4.279030,Y,REPD
3092,N00011W,4/7/2012,REG Windpower (previously Cornwall Light & Power),High Sharpley Wind Farm,Wind Onshore,,,2.6,,,,,1.30,2,,,Operational,Operational,"High Sharpley and South Sharpley Farms
Near Seaham
County Durham",County Durham,North East,England,,442644,549702,Durham County Council,02/221,,,,,,9/4/2002,,,,,,,13/6/2002,,,,,,1/12/2006,54.840335,-1.337549,Y,REPD
3093,N00014W,5/11/2009,NEL ,National Wind Turbine Test Site,Wind Onshore,,,4.7,,,,,2.30,2,,,Operational,Operational,"National Wind Turbine 
Test site
Myres Hill
Eaglesham",Strathclyde,Scotland,Scotland,,256500,646500,East Renfrewshire Council,1999/0406/TP,,,,,,19/8/1999,,,,,,,1/8/2000,,,,,,15/2/2001,55.690677,-4.284371,Y,REPD
3094,N00015W,25/1/2010,Kenetech International,Goodbush Hill,Wind Onshore,,,24.0,,,,,0.40,60,,,Planning Application Withdrawn,Application Withdrawn,"Goodbush Hill, Near Strathaven",Strathclyde,Scotland,Scotland,,270000,645000,South Lanarkshire Council,P/96/29,,,,,,,25/1/2010,,,,,,,,,,,,,55.681016,-4.069065,N,REPD
3095,N00016W,30/4/2009,Private Developer,Penbreck & Carmacoup Forest,Wind Onshore,,,27.0,,,,,1.50,18,,,Planning Permission Refused,Application Refused,"Penbreck & Carmacoup Forest
Near Glespin",Strathclyde,Scotland,Scotland,,280659,628236,South Lanarkshire Council,CI/01/0010,,,,,,20/11/2000,,20/1/2003,,,,,,,,,,,,55.533212,-3.892392,N,REPD
3096,N00019W,9/7/2009,RWE npower,Little Cheyne Court Wind Farm,Wind Onshore,,,59.8,,,,,2.30,26,,,Operational,Operational,"Little Cheyne Court, Romney Marsh
Near Lydd
Kent",Kent,South East,England,,598310,122060,DECC (S36),YO2/1278/SH,,,,,,28/11/2002,,18/10/2005,,,,18/10/2005,18/10/2005,,,,,1/7/2008,1/6/2009,50.963822,0.822771,Y,REPD
3097,N0001W1,23/2/2010,"Colham Energy Ltd, plus Airtricty extrension",Bessy Bell Wind Farm,Wind Onshore,,,5.0,,,,,0.50,10,,,Operational,Operational,"Bessy Bell Mountain Baronscourt Estate Newtownstewart, County Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,49687,547922,Northern Ireland Planning Service,K/2006/1678/F,,,,,,21/6/1994,,,,,,,16/11/1994,,,,,,1/10/1995,54.703908,-7.439619,Y,REPD
3099,N00023W,9/3/2010,AMEC,Aultmore Wind Farm,Wind Onshore,,,62.0,,,,,,31,,,Planning Application Withdrawn,Application Withdrawn,"Aultmore Forest, Keith, Morayshire",Grampian,Scotland,Scotland,,345000,860000,Scottish Government (S36),IEC 3/68 (S.E. ref),,,,,,27/10/2003,3/3/2004,,,,,,,,,,,,,57.626572,-2.922564,N,REPD
3101,N00026W,22/4/2009,Snow Mountain Investment Ltd,Long Hill Road,Wind Onshore,,,2.0,,,,,2.00,1,,,Operational,Operational,"Foundry Way
Longhill Road
March",Cambridgeshire,Eastern,England,,541686,299303,Fenland District Council,S/YR01/1212/F,,,,,,3/7/2001,,,,,,,7/4/2003,,,,,,1/1/2005,52.573116,0.089321,Y,REPD
3102,N00027W,29/6/2011,Ab Energy,Bagot's Park,Wind Onshore,,,18.0,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,"Bagot's Park Estate, Abbots Bromley, Staffordshire",Staffordshire,West Midlands,England,,408000,327000,East Staffordshire Borough Council,pa/26905/004,,,,,,,29/6/2011,,,,,,,,,,,,,52.840471,-1.882673,N,REPD
3103,N0002W1,29/8/2017,B9 Energy Services Ltd/ ScottishPower Renewables,Corkey Wind Farm,Wind Onshore,,,5.0,,,,,0.50,10,,,Operational,Operational,"Slievenahanaghen Mountain
(Accessed via Corkey Road)
Cloughmills
County Antrim",Co. Antrim,Northern Ireland,Northern Ireland,,126222,580523,Northern Ireland Planning Service,,,,,,,22/11/1993,,,,,,,29/6/1994,,,,,,1/12/1994,55.043549,-6.286315,Y,REPD
3104,N00034W,11/9/2007,AMEC,Clashindarroch,Wind Onshore,,,129.0,,,,,,40,,,Appeal Refused,Application Refused,"Huntly, Aberdeenshire",Grampian,Scotland,Scotland,,348500,831500,Scottish Government (S36),IEC3/67,,,,,,18/8/2003,,1/5/2006,,,11/9/2007,,,,,,,,,57.371015,-2.857942,N,REPD
3105,N00037W,3/2/2010,SLP Energy,Ness point Wind Turbine 1,Wind Onshore,,,2.3,,,,,2.30,1,,,Operational,Operational,"Land off North Beach Industrial Estate
Off Wilde Street
Nesspoint
Lowestoft",Suffolk,Eastern,England,,655480,293595,Waveney District Council,W14512/1,,,,,,31/10/2001,,,,,,,27/9/2002,,,,,,1/12/2004,52.480444,1.761042,Y,REPD
3106,N0003W1,29/8/2017,B9 Energy Services Ltd/ ScottishPower Renewables,Elliot's Hill Wind Farm,Wind Onshore,,,5.0,,,,,0.50,10,,,Operational,Operational,"Elliot's Hill
Tildarg
near Ballyclare
County Antrim",Co. Antrim,Northern Ireland,Northern Ireland,,134974,546006,Northern Ireland Planning Service,,,,,,,18/11/1993,,,,,,,26/10/1994,,,,,,1/4/1995,54.738881,-6.117959,Y,REPD
3107,N00041W,2/12/2014,Private Developer,Cheverton Down Farm Re-submission,Wind Onshore,,,9.0,,,,,3.00,3,,,Appeal Refused,Application Refused,"Limerstone Down, Brightsone Forest, Brightstone",Isle of Wight,South East,England,,443800,83800,Isle of Wight Council,P/00021/09,,,,,,21/5/2001,,22/12/2009,,,30/8/2011,,,,,,,,,50.652231,-1.381787,N,REPD
3108,N00044W,18/5/2017,Innogy (formerly RWE npower),Causeymire,Wind Onshore,,,48.3,,,,,2.00,24,,,Operational,Operational,"Causey Mire, Caithness, Highlands",Highland,Scotland,Scotland,,336736,951086,Highland Council,01/00361/FULCA,,,,,,1/11/2001,,,,,,,19/11/2002,,,,,,1/6/2004,58.443456,-3.085429,Y,REPD
3109,N00045W,6/5/2009,Scottish and Southern Energy (SSE),Hadyard Hill,Wind Onshore,,,120.0,,,,,2.30,52,,,Operational,Operational,"Hadyard Hill, East of Girvan, South Ayrshire",Strathclyde,Scotland,Scotland,,226478,599253,Scottish Government (S36),03/01745/DEEM,,,,,,27/5/2003,,,,,,,29/12/2003,,,,,1/5/2006,8/5/2006,55.256828,-4.731886,Y,REPD
3110,N00046W,9/5/2013,Powergen,Hare Hill (B),Wind Onshore,,,2.7,,,,,1.35,2,,,Operational,Operational,"Hare Hill, Durham",County Durham,North East,England,,437735,540895,Durham County Council,,,,,,,1/4/1994,,,,,,,1/3/1997,,,,,,2/7/2004,54.761590,-1.415122,Y,REPD
3111,N00048W,10/6/2005,Ron Shanks Waste Management Ltd,Stoneyhill,Wind Onshore,,,30.6,,,,,0.90,34,,,Planning Application Withdrawn,Application Withdrawn,"Just west of Stoneyhill, Peterhead, Aberdeenshire",Grampian,Scotland,Scotland,,364500,858500,Aberdeenshire Council,N020466PF,,,,,,,10/6/2005,,,,,,,,,,,,,57.615061,-2.595870,N,REPD
3112,N0004W1,29/8/2017,B9 Energy Services Ltd/ ScottishPower Renewables,Rigged Hill Wind Farm,Wind Onshore,,,5.0,,,,,0.50,10,,,Operational,Operational,"Rigged Hill, 11km east of Limavady, County Londonderry",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,92064,580329,Northern Ireland Planning Service,,,,,,,19/11/1993,,,,,,,1/7/1994,,,,,,1/11/1994,55.021843,-6.818899,Y,REPD
3113,N00050W,5/1/2015,Greencoat UK Wind,Bin Mountain,Wind Onshore,,,9.0,,,,,1.50,6,,,Operational,Operational,"Lough Hill
Castle Craig, Curraghmacall
Drummahon,",Co. Tyrone,Northern Ireland,Northern Ireland,,38520,541806,Northern Ireland Planning Service,J/2004/0295/F,,,,,,4/5/2001,,,,,,,1/2/2006,,,,,1/12/2006,1/2/2007,54.641315,-7.604549,Y,REPD
3114,N00051W,7/4/2010,Fred Olsen Renewables,Crystal Rig Phase 1,Wind Onshore,,,62.5,,,,,2.50,25,,,Operational,Operational,"Crystal Rig, Scottish Borders",Borders,Scotland,Scotland,,368350,665650,Scottish Government (S36),01/00269/FUL,,,,,,1/4/2001,,,,,,,22/1/2003,,,,,,30/6/2004,55.882947,-2.507512,Y,REPD
3115,N00054W,5/7/2006,Your Energy,Wellow Wind Farm,Wind Onshore,,,12.0,,,,,,6,,,Planning Permission Refused,Application Refused,"Wellow
West Wight
Isle of Wight",Isle of Wight,South East,England,,437851,87354,Isle of Wight Council,,,,,,,26/5/2006,,2/11/2006,,,,,,,,,,,,50.684606,-1.465570,N,REPD
3116,N00056W,14/12/2011,Scottish Power Renewables,Black Law,Wind Onshore,,,124.0,,,,,2.30,54,,,Operational,Operational,"Black Law, Climpy",Strathclyde,Scotland,Scotland,,289500,653500,Scottish Government (S36),,,,,,,22/5/2002,,,,,,,13/2/2004,,,,,,31/5/2004,55.762187,-3.762557,Y,REPD
3117,N00057W,6/8/2004,Airtricity,Ardrossan,Wind Onshore,,,24.0,,,,,2.00,12,,,Operational,Operational,"Near Ardrossan
North Ayreshire",Strathclyde,Scotland,Scotland,,223500,642500,North Ayrshire Council,N/02/00378/PP,,,,,,24/5/2002,,,,,,,13/1/2003,,,,,,19/12/2003,55.643897,-4.806119,Y,REPD
3118,N0005W1,23/2/2010,EF Energy,Owenreagh Wind Farm,Wind Onshore,,,5.0,,,,,0.50,10,,,Operational,Operational,"Land near Craignagapple 10km South East of Strabane 
County Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,57111,559168,Northern Ireland Planning Service,,,,,,,30/10/1995,,,,,,,4/4/1996,,,,,,1/1/1997,54.809653,-7.338163,Y,REPD
3119,N00060W,5/1/2015,Greencoat UK Wind,Braes O'Doune,Wind Onshore,,,72.0,,,,,2.00,36,,,Operational,Operational,"Stirling,  2 km to the north of Braes of Doune",Stirling,Scotland,Scotland,,272590,710500,Scottish Government (S36),S/02/01320/NST,,,,,,31/10/2002,,,,,,,5/10/2004,,,,,1/5/2006,1/9/2006,56.269821,-4.058929,Y,REPD
3120,N00067W,5/10/2009,Vestas,Thorfinn Wind Farm - NM1500,Wind Onshore,,,1.5,,,,,1.50,1,,,Operational,Operational,"Burgar Hill, Orkney",Orkney Islands,Scotland,Scotland,,334600,1025700,Orkney Islands Council,02/020/PPF,,,,,,23/10/1998,,,,,,,22/11/1999,,,,,,1/4/2000,59.113102,-3.143835,Y,REPD
3121,N00069W,11/1/2010,Airtricity,Greenock Wind Farm,Wind Onshore,,,55.0,,,,,,22,,,Appeal Refused,Application Refused,"Greenock Wind Farm
Inverclyde",Strathclyde,Scotland,Scotland,,227500,676500,Scottish Government (S36),,,,,,,5/5/2003,,1/4/2005,,,4/8/2007,,,,,,,,,55.950466,-4.764192,N,REPD
3122,N0006W1,8/10/2013,Sean Quinn Group,Slieve Rushen Phase 1 Wind Farm,Wind Onshore,,,5.0,,,,,0.50,10,,,Operational,Operational,"Slieve Rushen
Derrylin
20km south of Enniskillen, County Fermanagh",Co. Fermanagh,Northern Ireland,Northern Ireland,,33019,491811,Northern Ireland Planning Service,,,,,,,15/5/1992,,,,,,,2/11/1992,,,,,,1/12/1995,54.190179,-7.627598,Y,REPD
3123,N00070W,16/4/2008,Airtricity,Kilpatrick Hills,Wind Onshore,,,60.0,,,,,,,,,Planning Application Withdrawn,Application Withdrawn,"Kilpatrick Hills, near Glasgow",Strathclyde,Scotland,Scotland,,247500,676500,Scottish Government (S36),,,,,,,,16/4/2008,,,,,,,,,,,,,55.957232,-4.444241,N,REPD
3125,N00073W,29/6/2011,Corus,Tees Wind North,Wind Onshore,,,45.0,,,,,2.50,18,,,Abandoned,Abandoned,"Corus site, Middleborough, Teeside",Cleveland,North East,England,,456000,524000,Redcar and Cleveland Borough Council,R/2001/936/FF,,,,,,16/12/2001,,,,,,,16/7/2002,,,,,,,54.608081,-1.134545,N,REPD
3126,N00076W,23/10/2009,Private Developer,Boulfruich,Wind Onshore,,,13.0,,,,,0.85,15,,,Operational,Operational,"Houstry
Dunbeath
Caithness",Highland,Scotland,Scotland,,315500,935500,Highland Council,CA2001306,,,,,,17/9/2001,,,,,,,29/5/2002,,,,,,1/8/2005,58.299924,-3.443361,Y,REPD
